,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+
7189,670,박노민,1985-08-18,한,2013,C,29,27.0,68.0,64.0,4.0,14.0,4.0,0.0,0.0,18.0,7.0,1.0,0.0,2.0,0.0,0.0,23.0,2.0,2.0,0.0,0.21899999999999997,0.242,0.281,0.524,0.24,31.2,-0.08
7190,1117,김형남,1973-06-28,현,1996,C,24,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.3,-0.08
7191,805,장정석,1973-04-12,현K,2002,2B,30,75.0,116.0,102.0,11.0,23.0,5.0,0.0,1.0,31.0,7.0,5.0,2.0,8.0,1.0,2.0,17.0,1.0,4.0,1.0,0.225,0.28600000000000003,0.304,0.59,0.254,48.2,-0.08
7192,946,최정용,1996-10-24,S,2017,3B,22,5.0,8.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33299999999999996,0.429,0.33299999999999996,0.762,0.32299999999999995,83.0,-0.08
7194,446,서효인,1962-02-06,L,1991,CF,30,35.0,52.0,46.0,3.0,7.0,1.0,0.0,2.0,14.0,6.0,0.0,0.0,2.0,3.0,0.0,7.0,2.0,0.0,1.0,0.152,0.231,0.304,0.535,0.251,45.4,-0.08
7195,1118,배성근,1995-04-27,롯,2019,2B,25,36.0,48.0,44.0,4.0,9.0,1.0,0.0,0.0,10.0,2.0,1.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.205,0.271,0.22699999999999998,0.498,0.245,40.3,-0.08
7196,897,김동건,1982-03-07,N,2013,3B,32,8.0,17.0,16.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.125,0.177,0.313,0.489,0.222,17.7,-0.08
7197,413,김한근,1955-03-05,삼,1984,3B,30,58.0,138.0,125.0,11.0,26.0,8.0,0.0,0.0,34.0,10.0,1.0,3.0,9.0,3.0,1.0,20.0,7.0,0.0,0.0,0.20800000000000002,0.27699999999999997,0.272,0.5489999999999999,0.261,58.2,-0.08
7199,947,송명철,1970-05-01,O,1990,C,21,13.0,16.0,15.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.133,0.188,0.2,0.38799999999999996,0.19,2.0,-0.08
7200,709,장진범,1959-01-02,해,1984,3B,26,45.0,87.0,83.0,6.0,19.0,4.0,0.0,0.0,23.0,5.0,0.0,0.0,3.0,0.0,0.0,10.0,5.0,1.0,0.0,0.22899999999999998,0.256,0.27699999999999997,0.5329999999999999,0.25,49.8,-0.08
7201,815,정호진,1974-01-05,롯,1993,C,20,42.0,97.0,86.0,7.0,19.0,2.0,0.0,0.0,21.0,4.0,1.0,0.0,3.0,0.0,0.0,9.0,5.0,7.0,1.0,0.221,0.244,0.244,0.489,0.217,32.5,-0.08
7202,1071,이인행,1991-06-30,K,2017,1B,27,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132.7,-0.08
7203,650,이종환,1986-05-08,K한,2015,DH,30,44.0,106.0,100.0,14.0,29.0,4.0,0.0,0.0,33.0,12.0,0.0,0.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,0.29,0.33,0.33,0.66,0.31,70.5,-0.08
7204,2,심정수,1975-05-05,O,1994,RF,20,32.0,66.0,61.0,4.0,10.0,4.0,0.0,3.0,23.0,9.0,0.0,0.0,2.0,2.0,0.0,15.0,1.0,1.0,0.0,0.16399999999999998,0.215,0.377,0.5920000000000001,0.265,61.1,-0.08
7205,629,유재신,1987-11-21,K,2019,LF,33,71.0,59.0,51.0,17.0,13.0,2.0,1.0,0.0,17.0,6.0,4.0,3.0,6.0,0.0,0.0,12.0,1.0,1.0,1.0,0.255,0.32799999999999996,0.33299999999999996,0.6609999999999999,0.306,79.5,-0.08
7206,474,채상병,1979-12-18,한,2003,C,25,25.0,35.0,27.0,3.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,2.0,2.0,0.0,0.14800000000000002,0.303,0.14800000000000002,0.451,0.23,25.6,-0.08
7207,412,차영화,1957-06-27,해,1989,2B,33,15.0,9.0,9.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.222,0.222,0.222,0.444,0.215,21.3,-0.08
7208,663,김태진,1995-10-07,N,2015,2B,21,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132.4,-0.08
7209,1019,임익준,1988-03-15,한,2015,3B,28,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-132.4,-0.08
7210,639,현재윤,1979-07-08,삼,2011,C,33,38.0,70.0,61.0,7.0,13.0,1.0,0.0,0.0,14.0,5.0,0.0,0.0,3.0,2.0,0.0,7.0,0.0,4.0,0.0,0.213,0.273,0.23,0.502,0.23600000000000002,32.7,-0.08
7211,570,문선재,1990-05-20,L,2018,LF,29,2.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,0.153,-30.0,-0.08
7212,422,윤재호,1967-03-06,해,1989,2B,23,45.0,88.0,79.0,3.0,17.0,2.0,0.0,0.0,19.0,10.0,2.0,1.0,7.0,0.0,0.0,12.0,1.0,1.0,1.0,0.215,0.276,0.24100000000000002,0.516,0.253,48.3,-0.08
7213,1119,임세업,1983-09-01,한,2013,LF,31,5.0,8.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.28600000000000003,0.28600000000000003,0.28600000000000003,0.5710000000000001,0.239,30.4,-0.08
7214,968,이석규,1957-02-13,롯,1984,2B,28,32.0,66.0,57.0,7.0,9.0,2.0,0.0,1.0,14.0,4.0,0.0,0.0,8.0,0.0,0.0,15.0,3.0,1.0,0.0,0.158,0.262,0.24600000000000002,0.507,0.24600000000000002,46.4,-0.08
7216,292,정회열,1968-10-09,해,1995,C,28,8.0,14.0,14.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.214,0.35700000000000004,0.161,-4.2,-0.08
7217,191,김민성,1988-12-17,롯넥,2010,SS,23,80.0,223.0,180.0,26.0,36.0,4.0,0.0,2.0,46.0,12.0,1.0,0.0,18.0,11.0,1.0,41.0,6.0,13.0,1.0,0.2,0.31,0.256,0.565,0.263,47.2,-0.08
7219,921,이준수,1988-06-17,한,2013,C,26,47.0,74.0,65.0,6.0,13.0,3.0,0.0,0.0,16.0,6.0,0.0,0.0,3.0,3.0,0.0,21.0,0.0,2.0,1.0,0.2,0.264,0.24600000000000002,0.51,0.244,33.6,-0.08
7220,1120,김태훈,1996-03-31,K,2020,DH,25,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126.0,-0.08
7223,717,나경민,1991-12-12,롯,2019,CF,29,45.0,49.0,45.0,10.0,9.0,0.0,2.0,0.0,13.0,7.0,2.0,0.0,3.0,1.0,0.0,12.0,0.0,0.0,0.0,0.2,0.265,0.289,0.5539999999999999,0.262,52.8,-0.08
7224,563,최해식,1968-09-30,쌍,1992,C,25,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.4,-0.08
7226,865,유지홍,1962-04-24,M,1987,1B,26,26.0,28.0,27.0,1.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.259,0.28600000000000003,0.259,0.545,0.266,55.0,-0.08
7227,823,박전섭,1959-02-04,해,1983,C,25,6.0,10.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.2,0.2,0.2,0.4,0.18899999999999997,8.4,-0.08
7228,1058,모상기,1987-01-03,k,2015,1B,29,8.0,15.0,13.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.231,0.33299999999999996,0.231,0.564,0.285,53.4,-0.08
7230,1121,고장혁,1990-01-08,K,2020,3B,31,7.0,13.0,13.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.231,0.231,0.231,0.462,0.217,13.8,-0.08
7231,521,안상준,1973-02-13,해,1995,3B,23,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,-0.08
7232,769,조평호,1985-08-07,현,2007,LF,23,8.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.16699999999999998,0.12,-45.5,-0.08
7233,823,박전섭,1959-02-04,해,1985,C,27,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-132.2,-0.08
7234,1122,김병희,1990-12-06,K,2019,3B,30,4.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.135,-36.2,-0.08
7235,381,심우준,1995-04-28,K,2020,SS,26,144.0,535.0,476.0,58.0,112.0,16.0,3.0,3.0,143.0,51.0,35.0,11.0,37.0,2.0,0.0,98.0,7.0,16.0,4.0,0.235,0.29100000000000004,0.3,0.591,0.271,50.1,-0.08
7236,191,김민성,1988-12-17,롯,2008,2B,21,20.0,28.0,25.0,6.0,5.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,0.2,0.259,0.24,0.499,0.23800000000000002,32.5,-0.08
7237,501,박정음,1989-04-15,키,2019,LF,31,60.0,88.0,71.0,13.0,14.0,2.0,1.0,0.0,18.0,7.0,6.0,5.0,11.0,5.0,0.0,31.0,1.0,1.0,0.0,0.19699999999999998,0.345,0.254,0.598,0.3,76.2,-0.08
7238,1123,강진규,1967-02-28,L,1992,C,26,16.0,14.0,13.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.154,0.214,0.154,0.368,0.187,-4.3,-0.08
7239,925,당신상,1970-10-15,L,1994,C,25,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.3,-0.08
7240,6,홍현우,1972-09-28,L,2001,3B,30,60.0,213.0,182.0,18.0,36.0,9.0,0.0,2.0,51.0,16.0,1.0,1.0,27.0,3.0,2.0,35.0,4.0,0.0,1.0,0.198,0.31,0.28,0.59,0.284,55.2,-0.08
7241,617,김재율,1989-01-14,L,2015,1B,27,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132.4,-0.08
7242,1019,임익준,1988-03-15,한,2012,2B,25,10.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122.7,-0.08
7243,256,정원석,1977-03-27,두,2005,2B,29,15.0,15.0,13.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.154,0.267,0.154,0.42100000000000004,0.222,22.1,-0.08
7245,485,지석훈,1984-03-17,N,2019,3B,36,76.0,169.0,149.0,15.0,34.0,9.0,0.0,2.0,49.0,15.0,0.0,1.0,10.0,6.0,1.0,37.0,6.0,2.0,2.0,0.228,0.299,0.32899999999999996,0.628,0.29,69.0,-0.08
7247,567,최승준,1988-01-11,S,2017,1B,30,31.0,98.0,90.0,11.0,21.0,4.0,0.0,6.0,43.0,16.0,0.0,0.0,7.0,1.0,0.0,34.0,3.0,0.0,0.0,0.233,0.29600000000000004,0.478,0.774,0.332,86.7,-0.08
7249,1124,유재혁,1992-03-29,K,2013,RF,22,22.0,15.0,11.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.091,0.267,0.091,0.358,0.21100000000000002,10.2,-0.08
7251,816,김도환,2000-04-14,삼,2020,C,21,34.0,49.0,41.0,2.0,9.0,2.0,0.0,0.0,11.0,9.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,1.0,2.0,0.22,0.292,0.268,0.56,0.262,46.4,-0.08
7253,655,강명구,1980-10-25,삼,2014,2B,35,21.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.8,-0.08
7257,670,박노민,1985-08-18,한,2004,C,20,4.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.111,0.111,0.111,0.222,0.105,-56.1,-0.08
7258,1077,강구성,1993-06-09,N,2016,DH,24,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.08
7259,878,조윤준,1989-08-30,L,2013,C,25,19.0,32.0,30.0,3.0,6.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.2,0.226,0.267,0.493,0.225,19.3,-0.08
7260,280,홍원기,1973-06-05,두,2004,3B,32,101.0,190.0,160.0,16.0,34.0,5.0,0.0,2.0,45.0,18.0,0.0,0.0,19.0,3.0,0.0,37.0,7.0,5.0,3.0,0.213,0.303,0.281,0.584,0.275,54.7,-0.08
7261,517,김민혁,1995-11-21,k,2015,LF,21,82.0,179.0,156.0,21.0,43.0,2.0,3.0,0.0,51.0,10.0,12.0,7.0,14.0,2.0,0.0,30.0,3.0,7.0,0.0,0.276,0.34299999999999997,0.327,0.67,0.305,68.2,-0.08
7263,1125,최연오,1984-03-14,한,2009,C,26,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.8,-0.08
7264,882,백승현,1995-05-26,L,2020,3B,26,27.0,39.0,28.0,5.0,7.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,4.0,1.0,0.0,8.0,0.0,6.0,0.0,0.25,0.364,0.28600000000000003,0.649,0.273,54.5,-0.09
7265,352,차일목,1981-01-26,K,2003,C,23,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.6,-0.09
7266,617,김재율,1989-01-14,L,2018,1B,30,25.0,41.0,36.0,5.0,8.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,3.0,2.0,0.0,9.0,1.0,0.0,0.0,0.222,0.317,0.306,0.623,0.293,64.0,-0.09
7268,752,신현철,1987-11-02,넥,2011,2B,25,13.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.185,-3.1,-0.09
7269,331,정보명,1980-08-23,롯,2011,LF,32,10.0,18.0,16.0,2.0,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.125,0.222,0.25,0.47200000000000003,0.231,29.7,-0.09
7270,777,정원배,1973-08-01,쌍,1998,C,26,10.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.125,0.125,0.125,0.25,0.115,-45.5,-0.09
7274,604,김태군,1989-12-30,N,2013,C,25,112.0,315.0,277.0,21.0,59.0,5.0,0.0,4.0,76.0,28.0,0.0,2.0,19.0,7.0,0.0,57.0,10.0,11.0,1.0,0.213,0.28,0.27399999999999997,0.5539999999999999,0.261,44.4,-0.09
7275,847,박윤,1988-03-07,S,2014,1B,27,6.0,15.0,15.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.267,0.267,0.267,0.5329999999999999,0.251,33.1,-0.09
7276,811,허일,1992-11-20,롯,2011,3B,20,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.1,-0.09
7277,710,김유동,1954-04-09,O,1982,DH,29,57.0,165.0,155.0,21.0,38.0,8.0,1.0,6.0,66.0,23.0,2.0,3.0,3.0,3.0,0.0,17.0,2.0,2.0,2.0,0.245,0.27,0.426,0.696,0.305,83.1,-0.09
7278,606,황진수,1989-02-15,롯,2018,3B,30,18.0,26.0,24.0,6.0,4.0,1.0,0.0,1.0,8.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.16699999999999998,0.231,0.33299999999999996,0.564,0.24600000000000002,30.9,-0.09
7279,19,김재환,1988-09-22,두,2012,C,25,13.0,43.0,39.0,7.0,5.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.128,0.209,0.231,0.44,0.215,23.7,-0.09
7282,1126,양후승,1961-09-11,청,1986,2B,26,71.0,111.0,93.0,10.0,18.0,1.0,0.0,1.0,22.0,5.0,2.0,3.0,11.0,1.0,0.0,19.0,2.0,6.0,0.0,0.19399999999999998,0.28600000000000003,0.237,0.522,0.248,52.5,-0.09
7283,218,신명철,1978-08-06,삼,2013,2B,36,37.0,86.0,72.0,10.0,17.0,1.0,0.0,0.0,18.0,5.0,3.0,2.0,9.0,0.0,0.0,20.0,4.0,4.0,1.0,0.23600000000000002,0.317,0.25,0.5670000000000001,0.27,50.8,-0.09
7285,990,김윤일,1978-05-22,O,1998,C,21,8.0,19.0,17.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.11800000000000001,0.21100000000000002,0.17600000000000002,0.387,0.192,5.7,-0.09
7288,830,오승택,1991-11-18,롯,2016,DH,26,42.0,135.0,123.0,17.0,32.0,6.0,0.0,3.0,47.0,7.0,6.0,2.0,12.0,0.0,0.0,37.0,5.0,0.0,0.0,0.26,0.326,0.382,0.708,0.326,78.9,-0.09
7289,615,우동균,1989-12-03,삼,2012,RF,24,26.0,60.0,48.0,6.0,9.0,3.0,0.0,1.0,15.0,5.0,1.0,0.0,7.0,0.0,1.0,12.0,1.0,4.0,1.0,0.188,0.28600000000000003,0.313,0.598,0.26,54.6,-0.09
7292,657,한승택,1994-06-21,K,2017,C,24,96.0,91.0,83.0,7.0,19.0,2.0,1.0,0.0,23.0,7.0,0.0,0.0,6.0,1.0,0.0,25.0,1.0,1.0,0.0,0.22899999999999998,0.289,0.27699999999999997,0.5660000000000001,0.264,43.4,-0.09
7294,45,김성래,1961-03-23,삼,1996,DH,36,22.0,42.0,37.0,5.0,6.0,2.0,0.0,1.0,11.0,3.0,0.0,0.0,4.0,1.0,0.0,11.0,0.0,0.0,0.0,0.162,0.262,0.297,0.5589999999999999,0.267,65.6,-0.09
7295,263,김종석,1971-02-28,O,1996,1B,26,56.0,192.0,175.0,18.0,42.0,6.0,2.0,1.0,55.0,16.0,0.0,0.0,14.0,0.0,2.0,22.0,6.0,1.0,2.0,0.24,0.293,0.314,0.608,0.27899999999999997,72.5,-0.09
7298,240,권준헌,1971-12-01,태,1990,3B,20,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-129.1,-0.09
7302,1127,정규창,1989-06-29,S,2013,2B,25,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-131.4,-0.09
7303,128,강동우,1974-04-20,한,2013,RF,40,26.0,60.0,52.0,4.0,11.0,1.0,1.0,0.0,14.0,3.0,0.0,0.0,7.0,0.0,0.0,7.0,1.0,0.0,1.0,0.212,0.3,0.26899999999999996,0.569,0.27899999999999997,57.4,-0.09
7306,1025,이영재,1968-09-02,삼,1993,C,26,28.0,13.0,13.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.154,0.154,0.154,0.308,0.147,-18.6,-0.09
7307,745,박해종,1952-09-09,O,1985,C,34,16.0,30.0,27.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.185,0.233,0.185,0.419,0.20600000000000002,16.5,-0.09
7308,33,정근우,1982-10-02,L,2020,2B,39,72.0,177.0,154.0,23.0,37.0,4.0,0.0,1.0,44.0,14.0,7.0,2.0,17.0,2.0,1.0,23.0,4.0,3.0,1.0,0.24,0.322,0.28600000000000003,0.608,0.287,64.5,-0.09
7309,711,김지수,1986-08-23,히,2009,SS,24,15.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-135.0,-0.09
7310,567,최승준,1988-01-11,S,2019,1B,32,10.0,24.0,22.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.22699999999999998,0.292,0.22699999999999998,0.519,0.257,48.0,-0.09
7311,503,전상렬,1972-06-12,삼,1996,LF,25,28.0,39.0,34.0,7.0,7.0,0.0,0.0,0.0,7.0,1.0,3.0,3.0,5.0,0.0,0.0,7.0,1.0,0.0,0.0,0.20600000000000002,0.308,0.20600000000000002,0.514,0.26,60.6,-0.09
7312,936,오현근,1985-09-12,S,2008,LF,24,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132.3,-0.09
7314,1051,김종민,1986-03-30,N,2018,C,33,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.09
7316,368,유지훤,1955-10-04,O,1984,SS,30,63.0,142.0,130.0,13.0,27.0,1.0,0.0,3.0,37.0,20.0,2.0,3.0,4.0,3.0,0.0,13.0,6.0,4.0,1.0,0.20800000000000002,0.24600000000000002,0.285,0.531,0.245,47.5,-0.09
7317,776,이희근,1985-06-07,한,2009,C,25,42.0,47.0,38.0,5.0,6.0,1.0,0.0,1.0,10.0,4.0,0.0,0.0,4.0,2.0,0.0,12.0,1.0,3.0,0.0,0.158,0.273,0.263,0.536,0.243,28.8,-0.09
7320,653,최영진,1988-05-10,두,2014,3B,27,4.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.134,-46.6,-0.09
7322,138,오지환,1990-03-12,L,2009,SS,20,5.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.111,0.2,0.111,0.311,0.16699999999999998,-24.7,-0.09
7324,381,심우준,1995-04-28,K,2018,SS,24,135.0,403.0,367.0,49.0,95.0,23.0,3.0,4.0,136.0,29.0,11.0,11.0,20.0,4.0,1.0,58.0,4.0,11.0,1.0,0.259,0.304,0.371,0.674,0.29100000000000004,59.5,-0.09
7325,1128,박대온,1995-08-28,N,2015,C,21,33.0,22.0,21.0,2.0,6.0,1.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.28600000000000003,0.273,0.33299999999999996,0.606,0.27,48.7,-0.09
7326,371,정영기,1956-02-29,롯,1986,2B,31,90.0,233.0,212.0,17.0,44.0,3.0,2.0,1.0,54.0,11.0,3.0,0.0,13.0,2.0,1.0,28.0,6.0,6.0,0.0,0.20800000000000002,0.26,0.255,0.515,0.243,45.8,-0.09
7328,155,김봉연,1952-01-13,해,1988,DH,37,82.0,209.0,187.0,20.0,48.0,4.0,0.0,5.0,67.0,22.0,1.0,0.0,13.0,0.0,0.0,8.0,4.0,8.0,1.0,0.257,0.304,0.358,0.662,0.298,80.0,-0.09
7329,905,양종민,1990-10-09,두,2014,SS,25,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.8,-0.09
7330,1129,최정우,1955-06-02,M,1982,CF,28,31.0,65.0,56.0,6.0,12.0,0.0,0.0,0.0,12.0,4.0,3.0,2.0,7.0,0.0,0.0,12.0,1.0,1.0,0.0,0.214,0.302,0.214,0.516,0.251,48.8,-0.09
7332,797,양영동,1983-07-16,L,2011,CF,29,51.0,83.0,70.0,9.0,11.0,2.0,0.0,0.0,13.0,2.0,4.0,1.0,12.0,1.0,0.0,20.0,1.0,0.0,0.0,0.157,0.289,0.18600000000000003,0.475,0.25,41.5,-0.09
7333,861,이창열,1991-09-06,한,2019,DH,29,11.0,16.0,13.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,0.154,0.267,0.154,0.42100000000000004,0.21,18.9,-0.09
