,ID,이름,생일,팀,시즌,포지션,나이,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,연봉(만원),연차
6248,723,김재유,1992-08-07,롯,2016,CF,25,21.0,30.0,27.0,8.0,4.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,0.14800000000000002,0.207,0.14800000000000002,0.355,0.177,-17.7,-0.35,2900.0,2.0
6250,23,김기태,1969-05-23,삼,2001,1B,33,44.0,102.0,85.0,5.0,15.0,2.0,1.0,0.0,19.0,9.0,0.0,0.0,16.0,1.0,1.0,17.0,1.0,0.0,0.0,0.17600000000000002,0.314,0.224,0.537,0.271,48.8,-0.35,20000.0,11.0
6251,349,신경현,1975-11-28,한,2012,C,38,76.0,171.0,149.0,10.0,27.0,0.0,0.0,0.0,27.0,9.0,1.0,0.0,13.0,2.0,0.0,25.0,4.0,5.0,2.0,0.181,0.253,0.181,0.434,0.214,24.5,-0.35,20000.0,15.0
6252,543,이해창,1987-05-11,K,2019,C,33,30.0,43.0,40.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0,0.0,0.0,0.0,0.125,0.18600000000000005,0.125,0.311,0.161,-17.8,-0.35,7100.0,9.0
6253,129,민병헌,1987-03-10,두,2008,RF,22,87.0,101.0,93.0,26.0,18.0,0.0,1.0,0.0,20.0,0.0,18.0,6.0,6.0,1.0,0.0,18.0,2.0,1.0,0.0,0.194,0.25,0.215,0.465,0.228,26.6,-0.35,5200.0,3.0
6255,504,문규현,1983-07-05,롯,2007,3B,25,25.0,19.0,18.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.056,0.053,0.056,0.108,0.05,-102.3,-0.35,2000.0,6.0
6257,696,하준호,1989-04-29,K,2018,LF,30,15.0,26.0,22.0,2.0,3.0,1.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,0.136,0.136,0.318,0.455,0.155,-29.8,-0.35,5700.0,10.0
6258,592,오윤,1981-09-08,넥,2010,DH,30,37.0,69.0,61.0,6.0,11.0,3.0,0.0,1.0,17.0,4.0,0.0,1.0,8.0,0.0,0.0,16.0,2.0,0.0,0.0,0.18,0.275,0.279,0.5539999999999999,0.266,48.9,-0.35,2500.0,6.0
6261,343,장성우,1990-01-17,롯,2010,C,21,61.0,108.0,100.0,5.0,18.0,4.0,0.0,1.0,25.0,7.0,0.0,1.0,6.0,0.0,0.0,27.0,0.0,2.0,0.0,0.18,0.226,0.25,0.476,0.221,20.0,-0.35,3300.0,2.0
6262,1173,박승규,2000-09-02,삼,2020,RF,21,91.0,196.0,182.0,24.0,47.0,11.0,0.0,1.0,61.0,14.0,4.0,5.0,7.0,3.0,0.0,32.0,4.0,4.0,0.0,0.258,0.297,0.335,0.632,0.28800000000000003,63.1,-0.35,3200.0,2.0
6263,243,서동욱,1984-03-21,넥,2014,LF,31,39.0,41.0,34.0,2.0,5.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,1.0,0.0,12.0,1.0,3.0,0.0,0.147,0.237,0.17600000000000002,0.413,0.196,-6.2,-0.35,9000.0,12.0
6266,544,허문회,1972-02-12,롯L,2003,1B,32,23.0,24.0,22.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.091,0.16699999999999998,0.091,0.258,0.138,-43.8,-0.35,4600.0,10.0
6269,922,황목치승,1985-06-21,L,2016,SS,32,48.0,39.0,39.0,7.0,7.0,3.0,0.0,0.0,10.0,4.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.179,0.18,0.256,0.436,0.195,-7.3,-0.35,4000.0,3.0
6278,30,박건우,1990-09-08,두,2014,RF,25,47.0,66.0,61.0,7.0,11.0,4.0,1.0,0.0,17.0,3.0,1.0,0.0,4.0,0.0,0.0,13.0,0.0,1.0,0.0,0.18,0.231,0.279,0.51,0.231,17.8,-0.36,3100.0,6.0
6280,781,오준혁,1992-03-11,한K,2015,LF,24,32.0,86.0,80.0,11.0,17.0,2.0,0.0,2.0,25.0,10.0,1.0,1.0,2.0,1.0,0.0,22.0,4.0,1.0,2.0,0.213,0.235,0.313,0.5479999999999999,0.242,26.9,-0.36,2700.0,5.0
6282,551,조중근,1982-12-20,히,2009,1B,28,17.0,20.0,18.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.111,0.15,0.111,0.261,0.098,-68.9,-0.36,3700.0,7.0
6284,1066,남태혁,1991-03-13,S,2020,DH,30,35.0,72.0,66.0,3.0,13.0,1.0,0.0,1.0,17.0,11.0,0.0,0.0,6.0,0.0,0.0,22.0,2.0,0.0,0.0,0.197,0.264,0.258,0.522,0.25,37.2,-0.36,3000.0,5.0
6285,299,나주환,1984-06-14,S,2013,SS,30,15.0,24.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.087,0.087,0.087,0.174,0.08,-77.4,-0.36,17000.0,11.0
6287,633,김지훈,1973-09-02,삼,1999,C,27,37.0,47.0,41.0,1.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,13.0,1.0,2.0,1.0,0.146,0.2,0.146,0.34600000000000003,0.16399999999999998,-17.5,-0.36,2100.0,1.0
6288,599,정진호,1988-10-02,두,2019,RF,32,66.0,110.0,96.0,13.0,20.0,0.0,0.0,1.0,23.0,3.0,5.0,2.0,11.0,0.0,0.0,24.0,2.0,3.0,0.0,0.208,0.29,0.24,0.529,0.254,47.4,-0.36,8500.0,9.0
6290,268,윤석민,1985-09-04,두,2007,3B,23,30.0,29.0,27.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.07400000000000001,0.107,0.14800000000000002,0.255,0.117,-52.3,-0.36,2000.0,4.0
6293,1071,이인행,1991-06-30,K,2015,SS,25,20.0,33.0,30.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,0.2,0.25,0.2,0.45,0.214,8.7,-0.37,3000.0,1.0
6294,6,홍현우,1972-09-28,L,2004,3B,33,39.0,107.0,95.0,11.0,17.0,5.0,0.0,2.0,28.0,12.0,0.0,0.0,7.0,0.0,0.0,31.0,0.0,2.0,3.0,0.179,0.229,0.295,0.523,0.235,27.1,-0.37,20000.0,15.0
6297,385,최길성,1978-02-06,L롯,2007,1B,30,56.0,105.0,91.0,6.0,15.0,4.0,0.0,2.0,25.0,6.0,1.0,0.0,11.0,1.0,0.0,30.0,2.0,0.0,2.0,0.165,0.257,0.275,0.532,0.255,46.5,-0.37,2600.0,8.0
6299,588,황윤성,1974-03-14,현,2001,1B,28,22.0,43.0,38.0,2.0,5.0,0.0,1.0,1.0,10.0,6.0,1.0,0.0,1.0,2.0,0.0,9.0,0.0,1.0,1.0,0.132,0.191,0.263,0.454,0.201,1.4,-0.37,2000.0,10.0
6303,69,이범호,1981-11-25,한,2001,3B,21,71.0,159.0,138.0,22.0,27.0,7.0,1.0,3.0,45.0,16.0,2.0,4.0,11.0,2.0,0.0,25.0,3.0,7.0,1.0,0.196,0.263,0.326,0.589,0.26,42.4,-0.37,2000.0,2.0
6305,218,신명철,1978-08-06,롯,2002,SS,25,81.0,134.0,127.0,12.0,26.0,4.0,2.0,2.0,40.0,10.0,7.0,8.0,4.0,0.0,0.0,35.0,0.0,2.0,1.0,0.205,0.227,0.315,0.542,0.236,35.0,-0.37,2000.0,2.0
6306,309,손인호,1975-04-03,L,2009,RF,35,61.0,93.0,84.0,3.0,19.0,3.0,1.0,0.0,24.0,8.0,1.0,3.0,8.0,0.0,0.0,15.0,1.0,1.0,0.0,0.226,0.294,0.28600000000000003,0.579,0.272,46.8,-0.37,7000.0,12.0
6307,867,박지규,1991-10-12,L,2018,2B,28,26.0,53.0,47.0,6.0,8.0,2.0,0.0,1.0,13.0,5.0,2.0,0.0,3.0,0.0,0.0,17.0,2.0,2.0,1.0,0.17,0.21600000000000005,0.277,0.4920000000000001,0.21,11.0,-0.37,5000.0,4.0
6308,838,이현석,1992-06-07,S,2020,C,29,58.0,109.0,101.0,7.0,18.0,2.0,0.0,2.0,26.0,7.0,1.0,0.0,4.0,2.0,0.0,30.0,4.0,2.0,0.0,0.17800000000000002,0.224,0.257,0.482,0.222,17.9,-0.37,3000.0,6.0
6309,602,송산,1982-07-02,K,2012,C,31,39.0,90.0,80.0,6.0,13.0,2.0,0.0,0.0,15.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,5.0,4.0,0.0,0.163,0.221,0.188,0.408,0.195,8.3,-0.37,3000.0,8.0
6311,293,김경언,1982-12-07,K,2006,LF,25,73.0,114.0,100.0,14.0,18.0,5.0,0.0,0.0,23.0,8.0,1.0,1.0,9.0,3.0,1.0,24.0,1.0,2.0,0.0,0.18,0.268,0.23,0.498,0.239,42.2,-0.37,5500.0,6.0
6312,39,심재학,1972-10-18,K,2006,RF,35,56.0,139.0,119.0,7.0,21.0,5.0,0.0,2.0,32.0,7.0,0.0,2.0,16.0,0.0,1.0,24.0,1.0,1.0,3.0,0.17600000000000002,0.268,0.269,0.537,0.254,53.0,-0.38,25000.0,12.0
6314,889,김사훈,1987-06-18,롯,2018,C,32,56.0,79.0,74.0,7.0,17.0,3.0,0.0,0.0,20.0,6.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,3.0,0.0,0.23,0.25,0.27,0.52,0.229,20.3,-0.38,4000.0,7.0
6316,1120,김태훈,1996-03-31,k,2015,DH,20,22.0,44.0,43.0,3.0,9.0,1.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.209,0.205,0.302,0.507,0.221,13.6,-0.38,3000.0,1.0
6317,1236,박진환,1981-03-10,롯,2011,2B,31,11.0,26.0,25.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.08,0.08,0.12,0.2,0.08800000000000001,-66.1,-0.38,2400.0,8.0
6319,154,채종범,1977-12-03,S,2003,RF,27,94.0,247.0,223.0,20.0,54.0,10.0,0.0,3.0,73.0,15.0,0.0,0.0,11.0,6.0,1.0,34.0,5.0,4.0,3.0,0.242,0.292,0.327,0.62,0.28,58.5,-0.38,8400.0,4.0
6320,862,이준호,1987-09-07,K,2013,LF,27,55.0,66.0,60.0,4.0,12.0,2.0,0.0,0.0,14.0,4.0,0.0,0.0,3.0,1.0,0.0,16.0,1.0,1.0,1.0,0.2,0.246,0.233,0.48,0.23,23.5,-0.38,7000.0,3.0
6321,27,마해영,1970-08-14,L,2007,DH,38,11.0,34.0,28.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,9.0,1.0,0.0,2.0,0.071,0.177,0.179,0.355,0.175,-10.2,-0.38,40000.0,13.0
6323,696,하준호,1989-04-29,k,2017,LF,29,101.0,226.0,196.0,31.0,44.0,11.0,1.0,3.0,66.0,18.0,9.0,5.0,21.0,4.0,0.0,57.0,3.0,4.0,1.0,0.224,0.311,0.337,0.648,0.293,61.9,-0.38,5200.0,9.0
6324,375,정현,1994-06-01,KS,2019,2B,26,27.0,44.0,37.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,6.0,0.0,0.0,16.0,1.0,0.0,1.0,0.081,0.205,0.081,0.28600000000000003,0.163,-15.9,-0.38,7800.0,7.0
6325,683,최경철,1980-08-15,L,2016,C,37,29.0,52.0,45.0,3.0,7.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,4.0,1.0,0.0,16.0,0.0,2.0,0.0,0.156,0.24,0.2,0.44,0.212,3.9,-0.38,9000.0,13.0
6326,401,강진성,1993-10-19,N,2018,LF,26,45.0,75.0,68.0,5.0,16.0,3.0,0.0,0.0,19.0,1.0,0.0,0.0,4.0,0.0,0.0,17.0,3.0,2.0,1.0,0.235,0.274,0.279,0.5529999999999999,0.248,35.2,-0.38,3000.0,6.0
6328,392,이우민,1982-05-04,롯,2015,CF,34,75.0,174.0,141.0,18.0,32.0,4.0,0.0,4.0,48.0,18.0,2.0,0.0,10.0,6.0,0.0,43.0,2.0,17.0,0.0,0.227,0.306,0.34,0.6459999999999999,0.271,48.5,-0.38,7000.0,15.0
6329,442,김수연,1977-05-28,한,2006,LF,30,109.0,115.0,106.0,15.0,22.0,1.0,0.0,0.0,23.0,5.0,5.0,2.0,7.0,0.0,0.0,18.0,2.0,2.0,0.0,0.208,0.257,0.217,0.474,0.228,36.8,-0.39,6600.0,11.0
6330,27,마해영,1970-08-14,롯,2008,DH,39,32.0,87.0,72.0,3.0,11.0,0.0,0.0,2.0,17.0,8.0,0.0,0.0,14.0,0.0,0.0,13.0,4.0,0.0,1.0,0.153,0.287,0.236,0.524,0.264,50.7,-0.39,5000.0,14.0
6331,362,정수성,1978-03-04,히,2009,LF,32,87.0,153.0,139.0,29.0,32.0,5.0,0.0,3.0,46.0,9.0,21.0,6.0,3.0,4.0,0.0,32.0,1.0,5.0,2.0,0.23,0.264,0.331,0.594,0.261,39.9,-0.39,6000.0,12.0
6333,354,박계원,1970-02-04,해S,2000,SS,31,109.0,258.0,232.0,30.0,46.0,6.0,1.0,3.0,63.0,32.0,7.0,3.0,17.0,3.0,0.0,42.0,7.0,4.0,2.0,0.198,0.26,0.272,0.531,0.245,35.8,-0.39,3000.0,9.0
6336,215,최진행,1985-08-17,한,2018,LF,34,57.0,154.0,136.0,14.0,29.0,3.0,0.0,7.0,53.0,13.0,0.0,1.0,15.0,3.0,0.0,53.0,5.0,0.0,0.0,0.213,0.305,0.39,0.695,0.307,69.2,-0.39,19000.0,15.0
6337,128,강동우,1974-04-20,K,2008,RF,35,45.0,52.0,40.0,8.0,4.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,8.0,1.0,0.0,6.0,0.0,2.0,1.0,0.1,0.26,0.125,0.385,0.207,12.4,-0.39,9450.0,11.0
6338,406,강성우,1970-01-05,롯,2000,C,31,51.0,87.0,78.0,5.0,15.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,4.0,1.0,0.0,11.0,2.0,4.0,0.0,0.192,0.241,0.192,0.433,0.202,7.4,-0.39,5300.0,9.0
6340,441,조영훈,1982-11-12,삼K,2012,1B,31,89.0,262.0,230.0,30.0,46.0,7.0,1.0,6.0,73.0,36.0,1.0,2.0,23.0,1.0,0.0,64.0,1.0,5.0,3.0,0.2,0.272,0.317,0.59,0.275,65.2,-0.39,5500.0,8.0
6342,261,신국환,1972-10-29,한,2000,2B,29,37.0,73.0,62.0,4.0,9.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,6.0,2.0,0.0,17.0,1.0,2.0,1.0,0.145,0.239,0.194,0.433,0.209,13.7,-0.39,4500.0,6.0
6344,358,손지환,1978-11-13,L,2003,SS,26,61.0,86.0,74.0,11.0,14.0,1.0,0.0,0.0,15.0,4.0,0.0,2.0,6.0,2.0,0.0,10.0,1.0,3.0,1.0,0.189,0.265,0.203,0.468,0.223,17.8,-0.39,5700.0,7.0
6345,944,최선호,1991-12-12,삼,2016,CF,26,60.0,27.0,26.0,11.0,3.0,1.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.115,0.14800000000000002,0.154,0.302,0.145,-39.7,-0.4,3500.0,2.0
6346,485,지석훈,1984-03-17,현,2005,SS,22,61.0,112.0,106.0,10.0,19.0,3.0,0.0,2.0,28.0,8.0,0.0,0.0,3.0,1.0,0.0,35.0,3.0,2.0,0.0,0.179,0.209,0.264,0.473,0.21600000000000005,20.6,-0.4,2200.0,2.0
6352,180,서용빈,1971-01-02,L,2006,1B,36,32.0,81.0,73.0,7.0,14.0,4.0,0.0,1.0,21.0,9.0,0.0,2.0,5.0,0.0,0.0,13.0,2.0,2.0,1.0,0.192,0.241,0.28800000000000003,0.528,0.243,43.8,-0.4,8500.0,13.0
6356,474,채상병,1979-12-18,두삼,2009,C,31,49.0,111.0,104.0,8.0,20.0,3.0,0.0,2.0,29.0,9.0,0.0,0.0,4.0,0.0,0.0,17.0,2.0,3.0,0.0,0.192,0.222,0.279,0.501,0.222,14.5,-0.4,4600.0,8.0
6357,1203,김영환,1993-01-31,KK,2020,2B,28,14.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.059,0.0,0.059,0.041,-99.2,-0.4,3700.0,6.0
6358,1238,이태원,1986-03-17,N,2013,C,28,70.0,97.0,82.0,5.0,12.0,2.0,0.0,0.0,14.0,4.0,0.0,0.0,8.0,3.0,0.0,26.0,3.0,4.0,0.0,0.146,0.247,0.171,0.418,0.21,10.0,-0.4,2400.0,1.0
6360,384,임훈,1985-07-17,S,2013,RF,29,40.0,87.0,81.0,6.0,18.0,1.0,0.0,0.0,19.0,5.0,0.0,0.0,4.0,1.0,0.0,14.0,4.0,1.0,0.0,0.222,0.267,0.235,0.502,0.245,34.2,-0.4,10000.0,10.0
6363,78,신동주,1972-12-14,삼K,2005,CF,34,23.0,35.0,32.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,13.0,0.0,0.0,0.0,0.094,0.171,0.094,0.265,0.127,-40.2,-0.4,10000.0,14.0
6364,319,한동희,1999-06-01,롯,2019,3B,21,59.0,207.0,187.0,12.0,38.0,9.0,0.0,2.0,53.0,9.0,1.0,0.0,18.0,0.0,0.0,57.0,3.0,0.0,2.0,0.203,0.271,0.28300000000000003,0.5539999999999999,0.263,52.2,-0.4,2700.0,2.0
6366,425,허준,1970-05-29,한,1998,SS,29,78.0,51.0,46.0,3.0,7.0,1.0,0.0,0.0,8.0,4.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,3.0,0.0,0.152,0.188,0.174,0.361,0.161,-9.8,-0.41,3200.0,6.0
6367,411,김재걸,1972-09-07,삼,2004,SS,33,64.0,75.0,64.0,12.0,12.0,2.0,0.0,0.0,14.0,3.0,2.0,3.0,5.0,0.0,0.0,21.0,1.0,6.0,0.0,0.188,0.246,0.219,0.465,0.209,12.0,-0.41,6500.0,10.0
6369,889,김사훈,1987-06-18,롯,2017,C,31,57.0,89.0,76.0,1.0,14.0,3.0,0.0,0.0,17.0,8.0,1.0,0.0,6.0,1.0,0.0,21.0,2.0,5.0,1.0,0.184,0.25,0.224,0.474,0.215,10.6,-0.41,2900.0,6.0
6371,383,추성건,1970-08-05,O,1998,3B,29,88.0,49.0,47.0,4.0,7.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,0.149,0.184,0.191,0.375,0.175,-6.9,-0.41,2500.0,6.0
6373,746,송민섭,1991-08-02,K,2018,LF,28,47.0,29.0,27.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.14800000000000002,0.179,0.14800000000000002,0.327,0.152,-31.6,-0.41,3000.0,4.0
6374,281,김민우,1979-03-21,현,2004,3B,26,18.0,52.0,48.0,7.0,6.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,4.0,0.0,0.0,14.0,2.0,0.0,0.0,0.125,0.192,0.146,0.338,0.172,-13.5,-0.41,2300.0,3.0
6377,1218,구본혁,1997-01-11,L,2020,3B,24,125.0,98.0,86.0,20.0,14.0,0.0,1.0,1.0,19.0,7.0,0.0,0.0,7.0,2.0,0.0,18.0,2.0,3.0,0.0,0.163,0.242,0.221,0.463,0.22,20.1,-0.41,4000.0,2.0
6379,652,이여상,1984-02-01,한,2013,3B,30,14.0,22.0,22.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.045,0.046,0.045,0.091,0.043,-102.0,-0.41,5000.0,7.0
6384,237,모창민,1985-05-08,S,2010,1B,26,65.0,67.0,60.0,14.0,11.0,2.0,0.0,1.0,16.0,2.0,5.0,3.0,5.0,0.0,0.0,15.0,4.0,2.0,0.0,0.183,0.246,0.267,0.513,0.236,28.7,-0.42,4200.0,3.0
6385,325,이명기,1987-12-26,S,2016,LF,30,99.0,326.0,287.0,29.0,78.0,7.0,4.0,1.0,96.0,22.0,14.0,8.0,23.0,4.0,0.0,37.0,3.0,10.0,2.0,0.272,0.332,0.334,0.667,0.306,66.5,-0.42,18000.0,9.0
6387,550,박찬호,1995-06-05,K,2016,SS,22,69.0,46.0,42.0,9.0,7.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,3.0,0.0,0.0,9.0,2.0,1.0,0.0,0.16699999999999998,0.222,0.16699999999999998,0.389,0.192,-9.1,-0.42,3700.0,3.0
6389,631,차화준,1986-03-20,현,2007,2B,22,47.0,60.0,52.0,3.0,9.0,0.0,0.0,0.0,9.0,1.0,1.0,2.0,4.0,0.0,0.0,15.0,0.0,4.0,0.0,0.173,0.232,0.173,0.405,0.191,3.3,-0.42,2500.0,3.0
6390,80,이영우,1973-11-27,한,2010,DH,38,12.0,21.0,21.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.095,0.095,0.095,0.191,0.09,-66.7,-0.43,13000.0,15.0
6393,521,안상준,1973-02-13,L,2001,3B,29,65.0,194.0,171.0,17.0,39.0,5.0,0.0,2.0,50.0,10.0,1.0,3.0,13.0,2.0,0.0,32.0,4.0,6.0,2.0,0.228,0.287,0.292,0.58,0.267,43.5,-0.43,4800.0,7.0
6396,425,허준,1970-05-29,한,1999,SS,30,54.0,29.0,27.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.037000000000000005,0.103,0.037000000000000005,0.141,0.08199999999999999,-70.2,-0.43,2700.0,7.0
6397,212,장원진,1969-06-15,O,1998,1B,30,98.0,279.0,249.0,18.0,56.0,9.0,2.0,2.0,75.0,20.0,3.0,3.0,17.0,9.0,1.0,45.0,7.0,4.0,0.0,0.225,0.298,0.301,0.599,0.275,65.9,-0.43,5000.0,7.0
6398,142,김대익,1973-06-03,롯,2003,CF,31,48.0,122.0,106.0,9.0,21.0,4.0,0.0,0.0,25.0,6.0,0.0,1.0,10.0,2.0,1.0,18.0,3.0,3.0,1.0,0.198,0.277,0.236,0.513,0.239,30.6,-0.43,8700.0,8.0
6401,590,백용환,1989-03-20,K,2016,C,28,80.0,199.0,174.0,12.0,34.0,7.0,0.0,4.0,53.0,15.0,2.0,1.0,19.0,1.0,1.0,52.0,6.0,3.0,2.0,0.195,0.276,0.305,0.58,0.265,37.5,-0.43,6000.0,4.0
6403,528,김준태,1994-07-31,롯,2019,C,26,43.0,104.0,88.0,10.0,14.0,3.0,0.0,0.0,17.0,8.0,0.0,0.0,12.0,2.0,0.0,23.0,1.0,2.0,0.0,0.159,0.275,0.193,0.468,0.236,34.0,-0.43,3000.0,7.0
6404,1219,유장혁,2000-05-30,한,2020,LF,21,30.0,46.0,42.0,3.0,7.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.16699999999999998,0.239,0.19,0.43,0.215,16.6,-0.44,3200.0,2.0
6405,776,이희근,1985-06-07,한,2010,C,26,82.0,158.0,136.0,14.0,25.0,1.0,0.0,0.0,26.0,12.0,2.0,2.0,10.0,6.0,0.0,33.0,6.0,5.0,1.0,0.184,0.268,0.191,0.459,0.227,23.9,-0.44,3000.0,3.0
6406,280,홍원기,1973-06-05,한두,1999,3B,27,98.0,133.0,118.0,14.0,19.0,6.0,0.0,4.0,37.0,13.0,0.0,0.0,11.0,2.0,1.0,30.0,5.0,1.0,1.0,0.161,0.242,0.314,0.556,0.244,31.6,-0.44,3600.0,4.0
6409,588,황윤성,1974-03-14,현K,2003,1B,30,64.0,117.0,95.0,5.0,17.0,2.0,0.0,2.0,25.0,12.0,2.0,2.0,14.0,3.0,0.0,20.0,2.0,4.0,1.0,0.179,0.301,0.263,0.564,0.265,49.6,-0.44,2200.0,12.0
6410,551,조중근,1982-12-20,S,2006,1B,25,54.0,87.0,80.0,7.0,15.0,2.0,0.0,1.0,20.0,5.0,3.0,0.0,2.0,2.0,0.0,30.0,3.0,2.0,1.0,0.188,0.224,0.25,0.474,0.22,26.9,-0.44,4100.0,4.0
6414,312,박기혁,1981-06-04,롯,2001,2B,21,47.0,61.0,56.0,10.0,8.0,3.0,0.0,1.0,14.0,7.0,2.0,1.0,3.0,0.0,0.0,11.0,1.0,1.0,1.0,0.14300000000000002,0.183,0.25,0.433,0.194,-3.8,-0.44,1700.0,2.0
6418,567,최승준,1988-01-11,L,2015,1B,28,8.0,31.0,26.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,0.077,0.194,0.077,0.271,0.155,-28.8,-0.45,2700.0,10.0
6419,165,김주찬,1981-03-25,롯,2002,1B,22,84.0,291.0,264.0,25.0,58.0,13.0,4.0,7.0,100.0,25.0,9.0,8.0,14.0,5.0,0.0,75.0,5.0,7.0,1.0,0.22,0.271,0.379,0.65,0.281,66.4,-0.45,4100.0,3.0
6420,366,김종훈,1972-01-29,삼,2007,CF,36,63.0,73.0,68.0,2.0,14.0,0.0,0.0,0.0,14.0,5.0,0.0,1.0,1.0,1.0,0.0,9.0,3.0,2.0,1.0,0.206,0.225,0.206,0.431,0.202,10.0,-0.45,13000.0,14.0
6421,280,홍원기,1973-06-05,현,2007,1B,35,25.0,32.0,28.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,1.0,1.0,0.0,0.071,0.161,0.071,0.233,0.127,-40.8,-0.45,7000.0,12.0
6422,711,김지수,1986-08-23,넥,2017,2B,32,64.0,40.0,35.0,7.0,6.0,0.0,0.0,1.0,9.0,5.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,1.0,2.0,0.171,0.205,0.257,0.462,0.2,2.5,-0.45,6200.0,9.0
6424,613,김형준,1999-11-02,N,2018,C,20,60.0,89.0,81.0,6.0,13.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,7.0,1.0,0.0,32.0,3.0,0.0,0.0,0.16,0.236,0.173,0.409,0.204,5.5,-0.45,2700.0,1.0
6432,483,조동화,1981-03-22,S,2005,LF,25,110.0,345.0,281.0,41.0,74.0,2.0,4.0,1.0,87.0,19.0,19.0,5.0,19.0,3.0,0.0,55.0,2.0,41.0,1.0,0.263,0.316,0.31,0.625,0.262,50.0,-0.45,2000.0,5.0
6433,982,방진호,1977-07-27,한,2001,SS,25,37.0,41.0,37.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,2.0,0.0,0.108,0.154,0.108,0.262,0.128,-41.6,-0.45,1500.0,1.0
6436,517,김민혁,1995-11-21,k,2016,DH,22,26.0,31.0,29.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.103,0.161,0.138,0.299,0.15,-36.8,-0.46,4700.0,2.0
