,이름,생일,시즌,연봉(만원),연차
4035,권도영,1981-02-11,2009,2800,3
4036,권도영,1981-02-11,2010,2800,4
4037,박성한,1998-03-30,2017,2700,1
4038,박성한,1998-03-30,2018,900000,2
4039,박성한,1998-03-30,2020,900000,4
4040,안상준,1973-02-13,1995,,1
4041,안상준,1973-02-13,1996,,2
4042,안상준,1973-02-13,1997,2200,3
4043,안상준,1973-02-13,1998,2200,4
4044,안상준,1973-02-13,1999,2800,5
4045,안상준,1973-02-13,2000,4800,6
4046,안상준,1973-02-13,2001,4800,7
4047,안상준,1973-02-13,2002,4300,8
4048,안상준,1973-02-13,2003,4200,9
4049,안상준,1973-02-13,2004,5200,10
4050,안상준,1973-02-13,2005,4500,11
4051,안상준,1973-02-13,2006,4200,12
4052,안상준,1973-02-13,2007,4200,13
4053,김정남,1986-11-22,2009,,1
4054,김정남,1986-11-22,2011,2600,3
4055,최승민,1996-07-01,2019,,1
4056,조홍석,1990-02-23,2013,,1
4057,조홍석,1990-02-23,2014,2800,2
4058,조홍석,1990-02-23,2018,2800,6
4059,조홍석,1990-02-23,2019,900000,7
4060,송민섭,1991-08-02,2015,2700,1
4061,송민섭,1991-08-02,2018,3000,4
4062,송민섭,1991-08-02,2019,3000,5
4063,송민섭,1991-08-02,2020,4700,6
4064,최용제,1991-07-12,2016,2700,1
4065,최용제,1991-07-12,2020,2800,5
4066,권정웅,1992-11-15,2016,2700,1
4067,권정웅,1992-11-15,2017,3000,2
4068,권정웅,1992-11-15,2018,900000,3
4069,권정웅,1992-11-15,2020,900000,5
4070,백창수,1988-05-09,2016,4000,1
4071,신현철,1987-11-02,2011,2400,1
4072,신현철,1987-11-02,2012,2400,2
4073,신현철,1987-11-02,2013,2600,3
4074,신현철,1987-11-02,2014,2600,4
4075,신현철,1987-11-02,2016,3000,6
4076,모건,1980-07-02,2015,900000,1
4077,김광연,1991-11-13,2013,,1
4078,김광연,1991-11-13,2014,900000,2
4079,공민규,1999-09-27,2019,,1
4080,신민재,1996-01-21,2019,,1
4081,신민재,1996-01-21,2020,5000,2
4082,김성민,2001-04-30,2020,2700,1
4083,최훈락,1982-05-12,2005,,1
4084,최훈락,1982-05-12,2007,2200,3
4085,최훈락,1982-05-12,2010,2400,6
4086,최훈락,1982-05-12,2011,3000,7
4087,최훈락,1982-05-12,2012,3200,8
4088,최훈락,1982-05-12,2013,3800,9
4089,지재옥,1988-07-24,2012,,1
4090,지재옥,1988-07-24,2013,2600,2
4091,지재옥,1988-07-24,2016,900000,5
4092,정희상,1982-08-13,2005,,1
4093,정희상,1982-08-13,2007,2200,3
4094,정희상,1982-08-13,2010,2900,6
4095,조평호,1985-08-07,2006,2000,1
4096,조평호,1985-08-07,2007,2000,2
4097,조평호,1985-08-07,2008,2000,3
4098,조평호,1985-08-07,2011,2000,6
4099,조평호,1985-08-07,2013,3400,8
4100,조평호,1985-08-07,2014,3600,9
4101,조평호,1985-08-07,2015,3500,10
4102,조평호,1985-08-07,2016,3500,11
4103,조평호,1985-08-07,2017,3500,12
4104,전현태,1986-07-09,2005,,1
4105,전현태,1986-07-09,2007,2300,3
4106,전현태,1986-07-09,2010,2500,6
4107,전현태,1986-07-09,2011,3200,7
4108,전현태,1986-07-09,2012,3700,8
4109,전현태,1986-07-09,2013,3500,9
4110,전현태,1986-07-09,2014,3700,10
4111,전현태,1986-07-09,2015,3500,11
4112,이시찬,1985-02-25,2004,,1
4113,이시찬,1985-02-25,2005,,2
4114,이시찬,1985-02-25,2006,,3
4115,이시찬,1985-02-25,2010,,7
4116,이시찬,1985-02-25,2011,,8
4117,이시찬,1985-02-25,2012,,9
4118,이시찬,1985-02-25,2013,,10
4119,이시찬,1985-02-25,2014,4300,11
4120,이시찬,1985-02-25,2015,5100,12
4121,이희근,1985-06-07,2008,,1
4122,이희근,1985-06-07,2009,3000,2
4123,이희근,1985-06-07,2010,3000,3
4124,이희근,1985-06-07,2011,3500,4
4125,이희근,1985-06-07,2014,4500,7
4126,김우석,1975-09-02,2002,,1
4127,김우석,1975-09-02,2003,2700,2
4128,김우석,1975-09-02,2004,2700,3
4129,김우석,1975-09-02,2005,3000,4
4130,김우석,1975-09-02,2006,3200,5
4131,김우석,1975-09-02,2007,3200,6
4132,김우석,1975-09-02,2008,3200,7
4133,폭스,1982-07-20,2015,900000,1
4134,오준혁,1992-03-11,2011,,1
4135,오준혁,1992-03-11,2012,2700,2
4136,오준혁,1992-03-11,2015,2700,5
4137,오준혁,1992-03-11,2016,3300,6
4138,오준혁,1992-03-11,2017,4200,7
4139,오준혁,1992-03-11,2018,4200,8
4140,오준혁,1992-03-11,2019,4200,9
4141,오준혁,1992-03-11,2020,3000,10
4142,이두환,1988-03-16,2007,,1
4143,이두환,1988-03-16,2010,2400,4
4144,김진수,1979-04-19,1998,,1
4145,김진수,1979-04-19,2001,1800,4
4146,김진수,1979-04-19,2006,1800,9
4147,김진수,1979-04-19,2007,2200,10
4148,김진수,1979-04-19,2008,2700,11
4149,김진수,1979-04-19,2009,2500,12
4150,김도현,1992-10-23,2011,,1
4151,김도현,1992-10-23,2012,2400,2
4152,김도현,1992-10-23,2013,2400,3
4153,김도현,1992-10-23,2014,2800,4
4154,이성규,1993-08-03,2016,2700,1
4155,이성규,1993-08-03,2017,2700,2
4156,이성규,1993-08-03,2019,2700,4
4157,이성규,1993-08-03,2020,4300,5
4158,변상권,1997-04-04,2020,,1
4159,쿡슨,1969-09-07,2000,,1
4160,쿡슨,1969-09-07,2003,,4
4161,황성기,1977-06-09,1996,,1
4162,황성기,1977-06-09,1998,,3
4163,황성기,1977-06-09,1999,1600,4
4164,황성기,1977-06-09,2001,1800,6
4165,황성기,1977-06-09,2002,2200,7
4166,박정현,2001-07-27,2020,,1
4167,김동길,1987-03-01,2010,,1
4168,김동길,1987-03-01,2011,2400,2
4169,김은성,1993-03-07,2019,,1
4170,김은성,1993-03-07,2020,,2
4171,정진기,1992-10-10,2011,,1
4172,정진기,1992-10-10,2012,2400,2
4173,정진기,1992-10-10,2013,2500,3
4174,정진기,1992-10-10,2017,2900,7
4175,정진기,1992-10-10,2018,6200,8
4176,정진기,1992-10-10,2019,6200,9
4177,정진기,1992-10-10,2020,4600,10
4178,양영동,1983-07-16,2006,,1
4179,양영동,1983-07-16,2011,2400,6
4180,양영동,1983-07-16,2012,3000,7
4181,양영동,1983-07-16,2013,4200,8
4182,박광열,1995-08-28,2016,3000,1
4183,박준혁,1991-01-09,2014,2400,1
4184,박준혁,1991-01-09,2016,2400,3
4185,박준혁,1991-01-09,2017,2900,4
4186,박준혁,1991-01-09,2018,3000,5
4187,박준혁,1991-01-09,2019,900000,6
4188,이동훈,1981-12-25,2005,,1
4189,이동훈,1981-12-25,2006,2100,2
4190,이동훈,1981-12-25,2007,2100,3
4191,이동훈,1981-12-25,2008,2000,4
4192,이동훈,1981-12-25,2009,2100,5
4193,박찬도,1989-02-22,2013,2400,1
4194,박찬도,1989-02-22,2014,2600,2
4195,박찬도,1989-02-22,2015,3100,3
4196,박찬도,1989-02-22,2018,5000,6
4197,박찬도,1989-02-22,2019,5000,7
4198,박찬도,1989-02-22,2020,5000,8
4199,장승현,1994-03-07,2018,2800,1
4200,장승현,1994-03-07,2019,2800,2
4201,장승현,1994-03-07,2020,3500,3
4202,장정석,1973-04-12,1996,,1
4203,장정석,1973-04-12,1997,2800,2
4204,장정석,1973-04-12,1998,2800,3
4205,장정석,1973-04-12,1999,3800,4
4206,장정석,1973-04-12,2000,3200,5
4207,장정석,1973-04-12,2001,3200,6
4208,장정석,1973-04-12,2002,3200,7
4209,장정석,1973-04-12,2003,3800,8
4210,조수행,1993-08-30,2016,2700,1
4211,조수행,1993-08-30,2017,3600,2
4212,조수행,1993-08-30,2018,900000,3
4213,조수행,1993-08-30,2020,900000,5
4214,김지찬,2001-03-08,2020,2700,1
4215,허일상,1979-12-21,2002,,1
4216,허일상,1979-12-21,2003,2300,2
4217,허일상,1979-12-21,2004,2800,3
4218,허일상,1979-12-21,2009,2800,8
4219,송준석,1994-05-04,2018,2700,1
4220,송준석,1994-05-04,2019,2700,2
4221,송준석,1994-05-04,2020,4000,3
4222,허일,1992-11-20,2011,,1
4223,허일,1992-11-20,2018,2700,8
4224,허일,1992-11-20,2019,2700,9
4225,허일,1992-11-20,2020,4100,10
4226,허웅,1983-09-17,2011,,1
4227,허웅,1983-09-17,2014,3000,4
4228,허웅,1983-09-17,2015,3000,5
4229,김도환,2000-04-14,2019,,1
4230,김도환,2000-04-14,2020,5000,2
4231,김정혁,1985-08-03,2011,,1
4232,김정혁,1985-08-03,2014,,4
4233,김정혁,1985-08-03,2015,3300,5
4234,김정혁,1985-08-03,2016,3300,6
4235,김정혁,1985-08-03,2017,900000,7
4236,권윤민,1979-01-22,2007,2000,1
4237,심성보,1973-02-16,1995,,1
4238,심성보,1973-02-16,1996,,2
4239,심성보,1973-02-16,1997,5000,3
4240,심성보,1973-02-16,1998,5700,4
4241,심성보,1973-02-16,1999,5700,5
4242,심성보,1973-02-16,2000,7100,6
4243,심성보,1973-02-16,2001,4000,7
4244,심성보,1973-02-16,2002,4700,8
4245,심성보,1973-02-16,2003,4700,9
4246,김진형,1990-06-07,2014,2500,1
4247,김진형,1990-06-07,2015,3000,2
4248,김진형,1990-06-07,2019,900000,6
4249,임재현,1991-05-29,2019,,1
4250,홍재호,1987-05-10,2010,,1
4251,홍재호,1987-05-10,2011,2600,2
4252,홍재호,1987-05-10,2012,3100,3
4253,홍재호,1987-05-10,2013,3600,4
4254,홍재호,1987-05-10,2016,3400,7
4255,홍재호,1987-05-10,2017,3700,8
4256,홍재호,1987-05-10,2018,3500,9
4257,홍재호,1987-05-10,2019,900000,10
4258,박헌욱,1993-04-11,2013,2400,1
4259,박헌욱,1993-04-11,2018,2700,6
4260,박헌욱,1993-04-11,2019,900000,7
4261,오승택,1991-11-18,2016,7000,1
4262,오승택,1991-11-18,2019,7000,4
4263,김정훈,1987-05-23,2011,2400,1
4264,김정훈,1987-05-23,2013,2400,3
4265,김정훈,1987-05-23,2014,900000,4
4266,조재호,1980-01-10,2002,,1
4267,조재호,1980-01-10,2003,2500,2
4268,조재호,1980-01-10,2004,3500,3
4269,조재호,1980-01-10,2005,4000,4
4270,조재호,1980-01-10,2008,3000,7
4271,조재호,1980-01-10,2009,3500,8
4272,조재호,1980-01-10,2010,3500,9
4273,조재호,1980-01-10,2011,3500,10
4274,조재호,1980-01-10,2012,3000,11
4275,강성우,1970-01-05,1992,,1
4276,강성우,1970-01-05,1993,,2
4277,강성우,1970-01-05,1994,,3
4278,강성우,1970-01-05,1995,,4
4279,강성우,1970-01-05,1996,,5
4280,강성우,1970-01-05,1997,4790,6
4281,강성우,1970-01-05,1998,4500,7
4282,강성우,1970-01-05,1999,4000,8
4283,강성우,1970-01-05,2000,5300,9
4284,강성우,1970-01-05,2001,5300,10
4285,강성우,1970-01-05,2002,5300,11
4286,강성우,1970-01-05,2003,5000,12
4287,강성우,1970-01-05,2004,5200,13
4288,강성우,1970-01-05,2005,5200,14
4289,양원혁,1991-07-21,2015,2700,1
4290,양원혁,1991-07-21,2018,2900,4
4291,양원혁,1991-07-21,2019,900000,5
4292,박계원,1970-02-04,1992,,1
4293,박계원,1970-02-04,1993,,2
4294,박계원,1970-02-04,1994,,3
4295,박계원,1970-02-04,1997,3000,6
4296,박계원,1970-02-04,1998,3000,7
4297,박계원,1970-02-04,1999,3000,8
4298,박계원,1970-02-04,2000,3000,9
4299,박계원,1970-02-04,2001,4500,10
4300,박계원,1970-02-04,2002,4700,11
4301,김태연,1997-06-10,2017,2700,1
4302,김태연,1997-06-10,2018,3000,2
4303,김태연,1997-06-10,2019,900000,3
4304,이현석,1992-06-07,2015,2700,1
4305,이현석,1992-06-07,2016,2700,2
4306,이현석,1992-06-07,2019,2700,5
4307,이현석,1992-06-07,2020,3000,6
4308,김진곤,1987-09-10,2015,3500,1
4309,김진곤,1987-09-10,2016,3500,2
4310,김진곤,1987-09-10,2017,3000,3
4311,김진곤,1987-09-10,2018,3300,4
4312,김진곤,1987-09-10,2019,900000,5
4313,김민준,1994-02-12,2015,2700,1
4314,김민준,1994-02-12,2016,2700,2
4315,김민준,1994-02-12,2017,2700,3
4316,김민준,1994-02-12,2020,2700,6
4317,임도현,1985-09-06,2008,,1
4318,임도현,1985-09-06,2009,2000,2
4319,임도현,1985-09-06,2013,2400,6
4320,이호성,1967-07-17,1990,,1
4321,이호성,1967-07-17,1991,,2
4322,이호성,1967-07-17,1992,,3
4323,이호성,1967-07-17,1993,,4
4324,이호성,1967-07-17,1994,,5
4325,이호성,1967-07-17,1995,,6
4326,이호성,1967-07-17,1996,,7
4327,이호성,1967-07-17,1997,7000,8
4328,이호성,1967-07-17,1998,8500,9
4329,이호성,1967-07-17,1999,7400,10
4330,이호성,1967-07-17,2000,7500,11
4331,이호성,1967-07-17,2001,8500,12
4332,강지광,1990-10-23,2014,2400,1
4333,강지광,1990-10-23,2015,2700,2
4334,강지광,1990-10-23,2016,2700,3
4335,강지광,1990-10-23,2017,3000,4
4336,강지광,1990-10-23,2018,3000,5
4337,강지광,1990-10-23,2019,3000,6
4338,강지광,1990-10-23,2020,4800,7
4339,박윤,1988-03-07,2011,,1
4340,박윤,1988-03-07,2012,2800,2
4341,박윤,1988-03-07,2014,3500,4
4342,박윤,1988-03-07,2015,3500,5
4343,박윤,1988-03-07,2016,4000,6
4344,박윤,1988-03-07,2017,900000,7
4345,김성윤,1999-02-02,2017,2700,1
4346,김성윤,1999-02-02,2018,900000,2
4347,김성윤,1999-02-02,2020,900000,4
4348,이인혁,1999-01-03,2018,900000,1
4349,이인혁,1999-01-03,2019,900000,2
4350,김영진,1972-04-09,1995,,1
4351,김영진,1972-04-09,1996,,2
4352,김영진,1972-04-09,1997,3000,3
4353,김영진,1972-04-09,1998,4000,4
4354,김영진,1972-04-09,1999,4300,5
4355,김영진,1972-04-09,2001,4300,7
4356,장시윤,1993-09-23,2015,3300,1
4357,장시윤,1993-09-23,2016,3300,2
4358,장시윤,1993-09-23,2018,3600,4
4359,박진영,1985-03-27,2008,,1
4360,김태우,1989-07-23,2013,2400,1
4361,김태우,1989-07-23,2014,2500,2
4362,김태우,1989-07-23,2017,900000,5
4363,김혜겸,1985-01-05,2005,,1
4364,김혜겸,1985-01-05,2007,2000,3
4365,오선우,1996-12-13,2019,,1
4366,오선우,1996-12-13,2020,3000,2
4367,신용수,1996-01-05,2019,,1
4368,신용수,1996-01-05,2020,2900,2
4369,고승민,2000-08-11,2019,,1
4370,박도현,1983-04-12,2007,,1
4371,박도현,1983-04-12,2009,,3
4372,이창열,1991-09-06,2014,,1
4373,이창열,1991-09-06,2015,3200,2
4374,이창열,1991-09-06,2017,3200,4
4375,이창열,1991-09-06,2019,900000,6
4376,이준호,1987-09-07,2011,,1
4377,이준호,1987-09-07,2012,2600,2
4378,이준호,1987-09-07,2013,7000,3
4379,김동현,1986-01-22,2008,,1
4380,김동현,1986-01-22,2009,2200,2
4381,존갈,1978-04-02,2006,,1
4382,박지규,1991-10-12,2015,2700,1
4383,박지규,1991-10-12,2018,5000,4
4384,박지규,1991-10-12,2019,5000,5
4385,박지규,1991-10-12,2020,4000,6
4386,백동훈,1990-09-16,2013,,1
4387,백동훈,1990-09-16,2014,2500,2
4388,백동훈,1990-09-16,2015,2900,3
4389,백동훈,1990-09-16,2018,3000,6
4390,백동훈,1990-09-16,2019,3000,7
4391,백동훈,1990-09-16,2020,3600,8
4392,서예일,1993-06-19,2016,2700,1
4393,서예일,1993-06-19,2017,2700,2
4394,서예일,1993-06-19,2019,2700,4
4395,서예일,1993-06-19,2020,3200,5
4396,유서준,1995-12-04,2015,2900,1
4397,유서준,1995-12-04,2016,2900,2
4398,유서준,1995-12-04,2020,3100,6
4399,장운호,1994-02-20,2013,,1
4400,장운호,1994-02-20,2014,2700,2
4401,장운호,1994-02-20,2015,4200,3
4402,장운호,1994-02-20,2016,4200,4
4403,장운호,1994-02-20,2019,4200,7
4404,장운호,1994-02-20,2020,3800,8
4405,윤진호,1986-06-23,2009,,1
4406,윤진호,1986-06-23,2010,2400,2
4407,윤진호,1986-06-23,2011,2600,3
4408,윤진호,1986-06-23,2012,3300,4
4409,윤진호,1986-06-23,2015,3300,7
4410,윤진호,1986-06-23,2016,3300,8
4411,윤진호,1986-06-23,2017,4000,9
4412,윤진호,1986-06-23,2018,4200,10
4413,윤진호,1986-06-23,2019,900000,11
4414,오장훈,1984-05-19,2009,,1
4415,오장훈,1984-05-19,2012,2600,4
4416,오장훈,1984-05-19,2014,2700,6
4417,오장훈,1984-05-19,2015,2900,7
4418,조윤준,1989-08-30,2012,,1
4419,조윤준,1989-08-30,2013,3200,2
4420,조윤준,1989-08-30,2014,3500,3
4421,조윤준,1989-08-30,2015,3000,4
4422,조윤준,1989-08-30,2016,3000,5
4423,조윤준,1989-08-30,2017,3000,6
4424,이송영,1979-01-17,2001,,1
4425,이송영,1979-01-17,2004,1800,4
4426,장태성,1986-12-15,2010,,1
4427,김주성,1998-01-30,2017,2700,1
4428,백승현,1995-05-26,2017,,1
4429,백승현,1995-05-26,2018,3000,2
4430,백승현,1995-05-26,2019,3000,3
4431,백승현,1995-05-26,2020,3400,4
4432,홍명찬,1987-01-19,2006,,1
4433,홍명찬,1987-01-19,2011,2400,6
4434,홍명찬,1987-01-19,2012,2400,7
4435,홍명찬,1987-01-19,2013,2400,8
4436,홍명찬,1987-01-19,2014,2600,9
4437,홍명찬,1987-01-19,2015,900000,10
4438,임경훈,1989-08-30,2013,,1
4439,김지성,1985-07-20,2012,,1
4440,김지성,1985-07-20,2013,,2
4441,김지성,1985-07-20,2014,2700,3
4442,김지성,1985-07-20,2015,3800,4
4443,김지성,1985-07-20,2016,3800,5
4444,김지성,1985-07-20,2017,3800,6
4445,김지성,1985-07-20,2018,900000,7
4446,김사훈,1987-06-18,2012,,1
4447,김사훈,1987-06-18,2013,2700,2
4448,김사훈,1987-06-18,2014,2900,3
4449,김사훈,1987-06-18,2016,2900,5
4450,김사훈,1987-06-18,2017,2900,6
4451,김사훈,1987-06-18,2018,4000,7
4452,김사훈,1987-06-18,2019,900000,8
4453,김동영,1985-04-02,2007,2100,1
4454,김동영,1985-04-02,2008,2500,2
4455,김동영,1985-04-02,2010,2400,4
4456,김민수,1998-03-18,2017,,1
4457,김민수,1998-03-18,2019,900000,3
4458,김민수,1998-03-18,2020,3000,4
4459,김재성,1996-10-30,2015,2700,1
4460,김재성,1996-10-30,2019,2700,5
4461,엄태용,1994-02-24,2013,,1
4462,엄태용,1994-02-24,2014,3500,2
4463,강현우,2001-04-13,2020,2700,1
4464,김준호,1984-03-03,2008,2000,1
4465,김준호,1984-03-03,2010,2400,3
4466,김준호,1984-03-03,2011,2400,4
4467,김동건,1982-03-07,2001,,1
4468,김동건,1982-03-07,2002,1900,2
4469,김동건,1982-03-07,2003,2000,3
4470,김동건,1982-03-07,2006,2000,6
4471,김동건,1982-03-07,2007,2100,7
4472,김동건,1982-03-07,2008,2200,8
4473,김동건,1982-03-07,2009,2400,9
4474,김동건,1982-03-07,2013,2400,13
4475,황선도,1997-08-28,2016,2700,1
4476,정영규,1970-11-03,1993,,1
4477,정영규,1970-11-03,1994,,2
4478,정영규,1970-11-03,1995,,3
4479,정영규,1970-11-03,1996,,4
4480,정영규,1970-11-03,1997,4800,5
4481,정영규,1970-11-03,1998,4800,6
4482,정영규,1970-11-03,1999,4000,7
4483,정영규,1970-11-03,2000,3800,8
4484,정영규,1970-11-03,2001,3300,9
4485,김정수,1986-03-15,2007,2400,1
4486,한준수,1999-02-13,2019,,1
4487,허관회,1999-02-12,2020,,1
4488,양종민,1990-10-09,2009,,1
4489,양종민,1990-10-09,2010,2400,2
4490,양종민,1990-10-09,2011,2500,3
4491,양종민,1990-10-09,2012,3200,4
4492,양종민,1990-10-09,2013,2700,5
4493,양종민,1990-10-09,2014,2900,6
4494,양종민,1990-10-09,2015,2800,7
4495,양종민,1990-10-09,2018,2900,10
4496,양종민,1990-10-09,2019,2900,11
4497,김동욱,1988-06-24,2007,,1
4498,김동욱,1988-06-24,2012,,6
4499,김동욱,1988-06-24,2013,,7
4500,김동욱,1988-06-24,2015,,9
4501,김동욱,1988-06-24,2017,3100,11
4502,김동욱,1988-06-24,2018,900000,12
4503,김주현,1988-04-16,2008,,1
4504,김주현,1988-04-16,2014,2000,7
4505,김주현,1988-04-16,2015,3300,8
4506,김주현,1988-04-16,2016,3300,9
4507,김주현,1988-04-16,2017,900000,10
4508,김현민,2000-02-03,2020,,1
4509,김태룡,1968-02-23,1992,,1
4510,김태룡,1968-02-23,1993,,2
4511,김태룡,1968-02-23,1994,,3
4512,김태룡,1968-02-23,1996,,5
4513,김태룡,1968-02-23,1997,3200,6
4514,김태룡,1968-02-23,1998,3400,7
4515,김태룡,1968-02-23,1999,3600,8
4516,김태룡,1968-02-23,2000,3300,9
4517,김태룡,1968-02-23,2001,3200,10
4518,김태룡,1968-02-23,2002,4300,11
4519,이우성,1994-07-17,2016,2800,1
4520,이우성,1994-07-17,2017,2800,2
4521,이우성,1994-07-17,2018,2800,3
4522,이우성,1994-07-17,2019,2800,4
4523,이우성,1994-07-17,2020,4000,5
4524,도태훈,1993-03-18,2016,2700,1
4525,도태훈,1993-03-18,2017,2700,2
4526,도태훈,1993-03-18,2018,900000,3
4527,도태훈,1993-03-18,2020,900000,5
4528,성의준,1989-12-17,2012,,1
4529,성의준,1989-12-17,2013,2400,2
4530,성의준,1989-12-17,2016,3000,5
4531,성의준,1989-12-17,2017,900000,6
4532,김종덕,1993-05-12,2018,2700,1
4533,예진원,1999-03-16,2018,2700,1
4534,예진원,1999-03-16,2019,2700,2
4535,하지호,1984-12-16,2009,,1
4536,하지호,1984-12-16,2010,2400,2
4537,최원제,1989-02-04,2008,,1
4538,최원제,1989-02-04,2009,2000,2
4539,최원제,1989-02-04,2012,3300,5
4540,최원제,1989-02-04,2013,3300,6
4541,최원제,1989-02-04,2017,3300,10
4542,최원제,1989-02-04,2018,900000,11
4543,이준수,1988-06-17,2012,,1
4544,이준수,1988-06-17,2013,3400,2
4545,이준수,1988-06-17,2014,3800,3
4546,이준수,1988-06-17,2018,3000,7
4547,이준수,1988-06-17,2019,3000,8
4548,황목치승,1985-06-21,2014,2400,1
4549,황목치승,1985-06-21,2015,4000,2
4550,황목치승,1985-06-21,2016,4000,3
4551,황목치승,1985-06-21,2017,900000,4
4552,추성건,1970-08-05,1993,,1
4553,추성건,1970-08-05,1994,,2
4554,추성건,1970-08-05,1995,,3
4555,추성건,1970-08-05,1998,2500,6
4556,추성건,1970-08-05,1999,2800,7
4557,추성건,1970-08-05,2000,2800,8
4558,추성건,1970-08-05,2001,3800,9
4559,유덕형,1984-05-26,2005,,1
4560,유덕형,1984-05-26,2007,,3
4561,안정광,1989-11-29,2011,2400,1
4562,안정광,1989-11-29,2012,2600,2
4563,안정광,1989-11-29,2014,2600,4
4564,안정광,1989-11-29,2015,2600,5
4565,박상언,1997-03-03,2017,,1
4566,박상언,1997-03-03,2019,,3
4567,박상언,1997-03-03,2020,2800,4
4568,윤중환,1990-09-07,2011,2400,1
4569,윤중환,1990-09-07,2015,2400,5
4570,오태근,1978-04-05,2003,2000,1
4571,오태근,1978-04-05,2004,2000,2
4572,오태근,1978-04-05,2005,2800,3
4573,오태근,1978-04-05,2006,2800,4
4574,오태근,1978-04-05,2007,3200,5
4575,오태근,1978-04-05,2008,3600,6
4576,오태근,1978-04-05,2009,3300,7
4577,조민철,1979-06-08,2002,,1
4578,조민철,1979-06-08,2003,2100,2
4579,김창평,2000-06-14,2019,,1
4580,김창평,2000-06-14,2020,3000,2
4581,이정훈,1994-12-07,2017,,1
4582,이정훈,1994-12-07,2019,,3
4583,이정훈,1994-12-07,2020,3000,4
4584,오현근,1985-09-12,2008,,1
4585,오현근,1985-09-12,2009,2000,2
4586,오현근,1985-09-12,2010,2000,3
4587,오현근,1985-09-12,2013,2500,6
4588,오현근,1985-09-12,2015,3000,8
4589,오현근,1985-09-12,2016,900000,9
4590,임종혁,1990-04-07,2013,,1
4591,임종혁,1990-04-07,2014,2500,2
4592,김성호,1981-04-30,2005,2000,1
4593,이경환,1983-05-21,2002,,1
4594,이경환,1983-05-21,2003,2000,2
4595,이경환,1983-05-21,2008,2200,7
4596,이경환,1983-05-21,2009,2200,8
4597,김응민,1991-10-22,2014,2400,1
4598,김응민,1991-10-22,2015,2400,2
4599,김응민,1991-10-22,2018,3000,5
4600,김응민,1991-10-22,2019,3000,6
4601,김응민,1991-10-22,2020,3200,7
4602,양찬열,1997-05-25,2020,2700,1
4603,최선호,1991-12-12,2015,3500,1
4604,최선호,1991-12-12,2016,3500,2
4605,최선호,1991-12-12,2019,3500,5
4606,김태형,1967-09-12,1990,,1
4607,김태형,1967-09-12,1991,,2
4608,김태형,1967-09-12,1992,,3
4609,김태형,1967-09-12,1993,,4
4610,김태형,1967-09-12,1994,,5
4611,김태형,1967-09-12,1995,,6
4612,김태형,1967-09-12,1996,,7
4613,김태형,1967-09-12,1997,5400,8
4614,김태형,1967-09-12,1998,5100,9
4615,김태형,1967-09-12,1999,5100,10
4616,김태형,1967-09-12,2000,5100,11
4617,김태형,1967-09-12,2001,5100,12
4618,최정용,1996-10-24,2016,2700,1
4619,최정용,1996-10-24,2017,2700,2
4620,최정용,1996-10-24,2019,2700,4
4621,최정용,1996-10-24,2020,3600,5
4622,마낙길,1989-06-22,2013,2600,1
4623,마낙길,1989-06-22,2014,2600,2
4624,마낙길,1989-06-22,2015,900000,3
4625,이찬건,1996-05-14,2019,900000,1
4626,박민,2001-06-05,2020,2700,1
4627,주창훈,1981-12-17,2005,2000,1
4628,김형철,1980-05-26,2003,,1
4629,김형철,1980-05-26,2004,2000,2
4630,김형철,1980-05-26,2005,2100,3
4631,김형철,1980-05-26,2006,2200,4
4632,김형철,1980-05-26,2007,2200,5
4633,김형철,1980-05-26,2008,2200,6
4634,김형철,1980-05-26,2009,2600,7
4635,김형철,1980-05-26,2010,2600,8
4636,윤영수,1992-03-11,2015,2900,1
4637,조문기,1981-04-12,2004,,1
4638,정병곤,1988-03-23,2011,,1
4639,정병곤,1988-03-23,2013,2700,3
4640,정병곤,1988-03-23,2017,3500,7
4641,정병곤,1988-03-23,2018,4500,8
4642,정병곤,1988-03-23,2019,900000,9
4643,박세웅,1993-08-12,2016,2700,1
4644,박유연,1998-12-20,2017,2700,1
4645,박유연,1998-12-20,2019,900000,3
4646,서정호,1981-12-24,2004,,1
4647,서정호,1981-12-24,2007,,4
4648,서정호,1981-12-24,2008,2000,5
4649,서정호,1981-12-24,2009,2200,6
4650,서용주,1990-06-30,2013,,1
4651,김호은,1992-01-03,2020,2700,1
4652,박성준,1996-03-27,2015,3000,1
4653,박성준,1996-03-27,2016,900000,2
4654,유용목,1986-06-10,2007,2200,1
4655,유용목,1986-06-10,2008,2300,2
4656,유용목,1986-06-10,2009,2300,3
4657,김필중,1975-05-16,2000,1600,1
4658,김필중,1975-05-16,2002,2000,3
4659,김기현,1987-05-09,2009,2000,1
4660,김기현,1987-05-09,2015,3000,7
4661,김기현,1987-05-09,2016,900000,8
4662,장준원,1995-11-21,2015,3000,1
4663,장준원,1995-11-21,2016,3000,2
4664,장준원,1995-11-21,2017,3200,3
4665,장준원,1995-11-21,2020,3400,6
4666,전유수,1986-11-29,2005,,1
4667,전유수,1986-11-29,2007,,3
4668,전유수,1986-11-29,2008,,4
4669,전유수,1986-11-29,2009,,5
4670,전유수,1986-11-29,2012,,8
4671,전유수,1986-11-29,2013,3400,9
4672,전유수,1986-11-29,2014,5000,10
4673,전유수,1986-11-29,2015,13000,11
4674,전유수,1986-11-29,2016,13000,12
